,Company,Memory_Structure_Categories,Gpu_Type,Gpu_Company,OpSys,Cpu_Company,Inches,CPU_Frequency_Numeric,Ram_Numeric,Size_Numeric,Weight_Numeric,Price_dollars
695,Asus,SSD,GeForce 920MX ,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,256MB,2,846$
696,Dell,SSD,Radeon R5 M420X,AMD,Windows 10,Intel,15.6,2,8 MB,256MB,2,813$
697,Toshiba,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4 MB,500MB,2,736$
698,Dell,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,8 MB,256MB,2,732$
699,Asus,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4 MB,256MB,2,645$
700,Asus,SSD,HD Graphics 505,Intel,Windows 10,Intel,15.6,1.1,8 MB,128MB,2,640$
701,Asus,SSD,GeForce 920M,Nvidia,Windows 10,Intel,15.6,2.4,6 MB,256MB,2,635$
702,Asus,HDD,GeForce 920MX,Nvidia,Windows 10,Intel,17.3,2,4 MB,1000MB,2,620$
703,Asus,SSD,HD Graphics 620,Intel,Linux,Intel,15.6,2.5,4 MB,256MB,2,615$
704,Toshiba,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4 MB,500MB,2,538$
705,Asus,HDD,HD Graphics 505,Intel,Windows 10,Intel,15.6,1.1,4 MB,1000MB,2,494$
706,Asus,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4 MB,1000MB,2,479$
707,Asus,SSD,HD Graphics 520,Intel,Linux,Intel,15.6,2,4 MB,256MB,2,457$
708,Asus,HDD,HD Graphics 500,Intel,Windows 10,Intel,15.6,1.1,8 MB,1000MB,2,439$
709,Asus,HDD,HD Graphics 505,Intel,Linux,Intel,15.6,1.1,4 MB,1000MB,2,439$
710,Asus,HDD,HD Graphics 620,Intel,Linux,Intel,15.6,2,4 MB,1000MB,2,428$
711,Asus,HDD,Radeon R2 Graphics,AMD,Windows 10,AMD,15.6,1.8,4 MB,500MB,2,384$
712,Asus,HDD,HD Graphics 500,Intel,Windows 10,Intel,15.6,1.1,4 MB,1000MB,2,378$
713,Asus,HDD,HD Graphics 500,Intel,Windows 10,Intel,15.6,1.1,4 MB,1000MB,2,373$
714,Asus,HDD,HD Graphics 500,Intel,Windows 10,Intel,15.6,1.1,4 MB,500MB,2,334$
715,Asus,HDD,HD Graphics 500,Intel,Linux,Intel,15.6,1.1,4 MB,1000MB,2,302$
716,Asus,HDD,HD Graphics 500,Intel,Linux,Intel,15.6,1.1,4 MB,500MB,2,246$
717,Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,8 MB,512MB,1.99,1902$
718,Asus,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,8 MB,128MB,1.99,1485$
719,Asus,HDD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,1000MB,1.99,997$
720,Dell,HDD,GeForce GT 940MX,Nvidia,Windows 10,Intel,15.6,2.7,8 MB,1000MB,1.98,1057$
721,Dell,SSD,GeForce GT 940MX,Nvidia,Linux,Intel,15.6,2.7,8 MB,256MB,1.98,985$
722,Dell,HDD,HD Graphics 620,Intel,Linux,Intel,15.6,2.5,8 MB,1000MB,1.98,799$
723,Lenovo,SSD,GeForce GT 940MX,Nvidia,Windows 10,Intel,14,2.8,8 MB,256MB,1.96,2093$
724,HP,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.5,8 MB,256MB,1.96,747$
725,HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,256MB,1.96,659$
726,HP,HDD,HD Graphics 405,Intel,Windows 10,Intel,15.6,1.6,4 MB,1000MB,1.96,550$
727,HP,HDD,HD Graphics 620,Intel,No OS,Intel,15.6,2.5,4 MB,500MB,1.96,549$
728,Razer,SSD,GeForce GTX 1060,Nvidia,Windows 10,Intel,14,2.8,16 MB,1000MB,1.95,3849$
729,Razer,SSD,GeForce GTX 1060,Nvidia,Windows 10,Intel,14,2.8,16 MB,512MB,1.95,3189$
730,Razer,SSD,GeForce GTX 1060,Nvidia,Windows 10,Intel,14,2.8,16 MB,256MB,1.95,2859$
731,Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,512MB,1.95,2159$
732,Xiaomi,SSD,GeForce MX150,Nvidia,No OS,Intel,15.6,1.8,16 MB,256MB,1.95,1540$
733,Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,256MB,1.95,1529$
734,HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,4 MB,128MB,1.95,1392$
735,HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,4 MB,256MB,1.95,1326$
736,Xiaomi,SSD,GeForce MX150,Nvidia,No OS,Intel,15.6,1.6,8 MB,256MB,1.95,1319$
737,HP,SSD,HD Graphics 520,Intel,Windows 7,Intel,14,2.3,8 MB,256MB,1.95,1315$
738,Toshiba,SSD,HD Graphics 520,Intel,Windows 10,Intel,14,2.3,8 MB,256MB,1.95,1298$
739,HP,HDD,HD Graphics 520,Intel,Windows 10,Intel,14,2.3,4 MB,500MB,1.95,1264$
740,Lenovo,SSD,HD Graphics 630,Intel,Windows 10,Intel,15.6,2.7,8 MB,256MB,1.95,1207$
741,HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,4 MB,500MB,1.95,1166$
742,HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,8 MB,256MB,1.95,1078$
743,Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,128MB,1.95,891$
744,Dell,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4 MB,500MB,1.95,803$
745,HP,SSD,Radeon 530,AMD,Windows 10,AMD,15.6,3,6 MB,256MB,1.95,714$
746,HP,HDD,HD Graphics 405,Intel,Windows 10,Intel,14,1.6,8 MB,2000MB,1.94,428$
747,Dell,SSD,GeForce 930MX,Nvidia,Windows 10,Intel,15.6,2.8,16 MB,256MB,1.93,1691$
748,Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.6,16 MB,512MB,1.93,1569$
749,Dell,SSD,GeForce 930MX,Nvidia,Windows 10,Intel,15.6,2.8,8 MB,256MB,1.93,1506$
750,Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.6,4 MB,500MB,1.93,1055$
751,Dell,HDD,HD Graphics 620,Intel,Linux,Intel,15.6,2.6,4 MB,500MB,1.93,956$
752,MSI,Hybrid,GeForce GTX 970M,Nvidia,Windows 10,Intel,15.6,2.6,16 MB,128MB,1.91,2369$
753,HP,HDD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.7,8 MB,1000MB,1.91,1077$
754,HP,SSD,Radeon 530,AMD,Windows 10,Intel,15.6,2.7,8 MB,256MB,1.91,791$
755,HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,1.8,8 MB,256MB,1.91,725$
756,HP,SSD,Radeon 520,AMD,Windows 10,Intel,15.6,1.6,6 MB,256MB,1.91,681$
757,HP,SSD,Radeon 520,AMD,Windows 10,Intel,15.6,2.5,8 MB,256MB,1.91,681$
758,HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,128MB,1.91,648$
759,HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,256MB,1.91,637$
760,HP,SSD,Radeon 530,AMD,Windows 10,AMD,15.6,2.5,6 MB,128MB,1.91,626$
761,HP,SSD,Radeon 520,AMD,Windows 10,AMD,15.6,3,4 MB,256MB,1.91,549$
762,HP,SSD,Radeon R5,AMD,Windows 10,AMD,15.6,3,4 MB,256MB,1.91,538$
763,HP,SSD,Radeon 520,AMD,Windows 10,AMD,15.6,2.5,4 MB,256MB,1.91,527$
764,HP,SSD,Radeon R4 Graphics,AMD,Windows 10,AMD,15.6,2.5,8 MB,128MB,1.91,490$
765,HP,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4 MB,128MB,1.91,483$
766,HP,SSD,FirePro W4190M,AMD,Windows 7,Intel,15.6,2.5,8 MB,256MB,1.9,1645$
767,Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.8,8 MB,256MB,1.9,1515$
768,HP,HDD,FirePro W4190M ,AMD,Windows 10,Intel,15.6,2.7,8 MB,1000MB,1.9,1396$
769,Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.6,8 MB,256MB,1.9,1297$
770,HP,HDD,FirePro W4190M ,AMD,Windows 10,Intel,15.6,2.5,8 MB,500MB,1.9,1269$
771,Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,256MB,1.9,1229$
772,Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,14,2.3,8 MB,256MB,1.9,1179$
773,Dell,Hybrid,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,1.6,8 MB,128MB,1.9,1154$
774,Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.6,8 MB,500MB,1.9,1109$
775,Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,128MB,1.9,1040$
776,Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,8 MB,256MB,1.9,1032$
777,Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.6,8 MB,500MB,1.9,1029$
778,Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4 MB,500MB,1.9,908$
779,Lenovo,Hybrid,Radeon R5 M430,AMD,Windows 10,Intel,15.6,2.5,8 MB,128MB,1.9,900$
780,Lenovo,Hybrid,R17M-M1-70,AMD,Windows 10,Intel,15.6,2.5,8 MB,128MB,1.9,894$
781,Dell,HDD,Radeon 530,AMD,Windows 10,Intel,15.6,1.6,8 MB,1000MB,1.9,729$
782,Lenovo,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4 MB,1000MB,1.9,604$
783,Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4 MB,128MB,1.9,548$
784,Lenovo,HDD,HD Graphics 620,Intel,No OS,Intel,15.6,2.5,4 MB,1000MB,1.9,539$
785,Lenovo,HDD,HD Graphics 520,Intel,No OS,Intel,15.6,2,4 MB,500MB,1.9,495$
786,Lenovo,HDD,Radeon R5 M430,AMD,No OS,Intel,15.6,2,4 MB,1000MB,1.9,405$
787,Lenovo,HDD,HD Graphics 520,Intel,No OS,Intel,15.6,2,4 MB,1000MB,1.9,373$
788,Lenovo,SSD,HD Graphics 500,Intel,No OS,Intel,15.6,1.1,4 MB,128MB,1.9,298$
789,Lenovo,HDD,HD Graphics 500,Intel,No OS,Intel,15.6,1.1,4 MB,1000MB,1.9,278$
790,Chuwi,Flash,HD Graphics,Intel,Windows 10,Intel,15.6,1.44,4 MB,64MB,1.89,274$
791,Chuwi,Flash,HD Graphics,Intel,Windows 10,Intel,15.6,1.44,4 MB,64MB,1.89,269$
792,HP,SSD,HD Graphics 520,Intel,Windows 7,Intel,15.6,2.5,8 MB,256MB,1.88,2389$
793,Dell,SSD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.9,16 MB,512MB,1.88,1769$
794,HP,SSD,HD Graphics 520,Intel,Windows 7,Intel,15.6,2.3,8 MB,256MB,1.88,1737$
795,Dell,SSD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.9,8 MB,256MB,1.88,1428$
796,Dell,SSD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.6,8 MB,256MB,1.88,1206$
797,HP,HDD,HD Graphics 520,Intel,Windows 7,Intel,15.6,2.3,4 MB,500MB,1.88,1025$
798,Lenovo,SSD,GeForce 940MX,Nvidia,Windows 10,Intel,14,2.7,8 MB,256MB,1.87,945$
799,Lenovo,SSD,GeForce 920MX,Nvidia,Windows 10,Intel,14,2.5,8 MB,256MB,1.87,943$
800,Lenovo,HDD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,4 MB,500MB,1.87,864$
801,HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,256MB,1.86,759$
802,HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,1000MB,1.86,703$
803,HP,HDD,Radeon 520,AMD,Windows 10,Intel,15.6,2.5,4 MB,500MB,1.86,674$
804,HP,SSD,HD Graphics 620,Intel,No OS,Intel,15.6,2.5,8 MB,256MB,1.86,633$
805,HP,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,8 MB,256MB,1.86,593$
806,HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4 MB,1000MB,1.86,538$
807,HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4 MB,500MB,1.86,534$
808,HP,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4 MB,1000MB,1.86,516$
809,HP,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4 MB,500MB,1.86,483$
810,HP,HDD,Radeon 520,AMD,Windows 10,Intel,15.6,2,4 MB,500MB,1.86,483$
811,Asus,SSD,HD Graphics 500,Intel,Windows 10,Intel,15.6,1.1,4 MB,128MB,1.86,461$
812,HP,HDD,Radeon R4 Graphics,AMD,Windows 10,AMD,15.6,2.5,4 MB,500MB,1.86,439$
813,HP,SSD,HD Graphics 405,Intel,Windows 10,Intel,15.6,1.6,4 MB,256MB,1.86,439$
814,HP,SSD,Radeon R4 Graphics,AMD,Windows 10,AMD,15.6,2.5,4 MB,256MB,1.86,438$
815,HP,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4 MB,500MB,1.86,437$
816,HP,HDD,HD Graphics 620,Intel,No OS,Intel,15.6,2.5,4 MB,500MB,1.86,433$
817,HP,SSD,Radeon R4 Graphics,AMD,Windows 10,AMD,15.6,2.5,4 MB,256MB,1.86,406$
818,HP,HDD,HD Graphics 520,Intel,No OS,Intel,15.6,2,4 MB,500MB,1.86,401$
819,HP,HDD,HD Graphics 520,Intel,No OS,Intel,15.6,2,4 MB,1000MB,1.86,381$
820,HP,HDD,HD Graphics 520,Intel,No OS,Intel,15.6,2,4 MB,500MB,1.86,379$
821,HP,SSD,HD Graphics 400,Intel,No OS,Intel,15.6,1.6,4 MB,128MB,1.86,329$
822,HP,HDD,Radeon R2 Graphics,AMD,Windows 10,AMD,15.6,1.8,4 MB,500MB,1.86,327$
823,HP,HDD,HD Graphics 400,Intel,No OS,Intel,15.6,1.6,4 MB,1000MB,1.86,318$
824,HP,HDD,HD Graphics 400,Intel,No OS,Intel,15.6,1.6,4 MB,500MB,1.86,285$
825,HP,HDD,Radeon R2,AMD,No OS,AMD,15.6,1.5,4 MB,500MB,1.86,284$
826,Lenovo,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,4 MB,1000MB,1.85,857$
827,Lenovo,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4 MB,1000MB,1.85,494$
828,Lenovo,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4 MB,1000MB,1.85,456$
829,Lenovo,SSD,HD Graphics 520,Intel,No OS,Intel,15.6,2,4 MB,128MB,1.85,444$
830,HP,Hybrid,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.4,8 MB,256MB,1.84,2314$
831,HP,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.4,8 MB,256MB,1.84,2090$
832,HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,8 MB,512MB,1.84,1528$
833,HP,SSD,Radeon R7 M465,AMD,Windows 10,Intel,15.6,2.6,8 MB,256MB,1.84,1484$
834,HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,8 MB,256MB,1.84,1434$
835,HP,SSD,Radeon R7 M365X,AMD,Windows 10,Intel,15.6,2.5,8 MB,256MB,1.84,1427$
836,HP,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.5,8 MB,256MB,1.84,1352$
837,HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,8 MB,256MB,1.84,1341$
838,HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,256MB,1.84,1258$
839,HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,8 MB,256MB,1.84,827$
840,Apple,SSD,Radeon Pro 560,AMD,macOS,Intel,15.4,2.9,16 MB,512MB,1.83,3144$
841,Apple,SSD,Radeon Pro 455,AMD,macOS,Intel,15.4,2.7,16 MB,512MB,1.83,2791$
842,Apple,SSD,Radeon Pro 555,AMD,macOS,Intel,15.4,2.8,16 MB,256MB,1.83,2684$
843,HP,SSD,GeForce GTX 940MX,Nvidia,Windows 10,Intel,15.6,1.8,8 MB,256MB,1.83,769$
844,MSI,Hybrid,GeForce GTX 1060,Nvidia,Windows 10,Intel,15.6,2.8,16 MB,256MB,1.8,2529$
845,MSI,Hybrid,GeForce GTX 1070,Nvidia,Windows 10,Intel,15.6,2.8,16 MB,256MB,1.8,2466$
846,MSI,Hybrid,GeForce GTX 1060,Nvidia,Windows 10,Intel,15.6,2.8,16 MB,256MB,1.8,2304$
847,Lenovo,SSD,Quadro M500M,Nvidia,Windows 7,Intel,14,2.6,8 MB,512MB,1.8,2255$
848,Asus,SSD,GeForce GTX 1050 Ti,Nvidia,Windows 10,Intel,15.6,2.8,16 MB,512MB,1.8,2181$
849,MSI,Hybrid,GeForce GTX 1060,Nvidia,Windows 10,Intel,15.6,2.6,16 MB,256MB,1.8,2122$
850,Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,14,2.5,8 MB,256MB,1.8,1836$
851,Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,14,2.3,8 MB,256MB,1.8,1310$
852,Acer,SSD,Graphics 620,Intel,Windows 10,Intel,14,2.5,8 MB,256MB,1.8,1011$
853,Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.5,4 MB,256MB,1.8,932$
854,Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,14,2.3,4 MB,128MB,1.8,916$
855,Lenovo,SSD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.6,4 MB,256MB,1.8,912$
856,Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,14,2.5,4 MB,128MB,1.8,702$
857,Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,14,2.5,4 MB,128MB,1.8,702$
858,Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,14,2.5,4 MB,128MB,1.8,702$
859,Acer,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.4,4 MB,128MB,1.8,700$
860,Dell,HDD,HD Graphics 400,Intel,Windows 10,Intel,15.6,1.6,4 MB,500MB,1.8,340$
861,Dell,SSD,HD Graphics 520,Intel,Windows 10,Intel,14,2.3,8 MB,128MB,1.79,814$
862,Dell,SSD,Quadro M1200,Nvidia,Windows 10,Intel,15.6,2.8,8 MB,256MB,1.78,2983$
863,Dell,SSD,Quadro M1200,Nvidia,Windows 10,Intel,15.6,2.8,8 MB,256MB,1.78,2649$
864,Dell,HDD,HD Graphics 520,Intel,Windows 10,Intel,14,2.3,4 MB,500MB,1.76,831$
865,Dell,HDD,HD Graphics 520,Intel,Windows 10,Intel,14,2,4 MB,500MB,1.76,644$
866,Lenovo,SSD,Radeon RX 550,AMD,Windows 10,Intel,14,1.8,8 MB,256MB,1.75,1337$
867,Lenovo,SSD,Radeon RX 550,AMD,Windows 10,Intel,14,1.6,8 MB,256MB,1.75,1228$
868,Lenovo,SSD,UHD Graphics 620,Intel,Windows 10,Intel,14,1.6,8 MB,256MB,1.75,1154$
869,Toshiba,SSD,HD Graphics 520,Intel,Windows 10,Intel,14,2.3,4 MB,128MB,1.75,1122$
870,Toshiba,HDD,HD Graphics 520,Intel,Windows 10,Intel,14,2.3,4 MB,500MB,1.75,1007$
871,Toshiba,SSD,HD Graphics 510,Intel,Windows 10,Intel,14,2.1,4 MB,128MB,1.75,549$
872,Lenovo,SSD,UHD Graphics 620,Intel,Windows 10,Intel,14,1.6,8 MB,256MB,1.74,989$
873,Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.4,4 MB,256MB,1.74,692$
874,Samsung,SSD,Radeon 540,AMD,Windows 10,Intel,15,2.7,16 MB,256MB,1.71,1979$
875,Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,13.3,2.4,4 MB,1000MB,1.71,714$
876,Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.7,16 MB,512MB,1.7,2529$
877,Lenovo,SSD,GeForce GT 940MX,Nvidia,Windows 10,Intel,14,2.8,8 MB,512MB,1.7,2137$
878,MSI,Hybrid,GeForce GTX 970M,Nvidia,Windows 10,Intel,14,2.6,16 MB,256MB,1.7,1946$
879,Lenovo,SSD,HD Graphics 520,Intel,Windows 7,Intel,14,2.6,8 MB,256MB,1.7,1649$
880,Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,14,2.6,8 MB,256MB,1.7,1638$
881,Lenovo,SSD,HD Graphics 630,Intel,Windows 10,Intel,14,2.5,8 MB,256MB,1.7,1621$
882,Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,8 MB,180MB,1.7,1500$
883,Lenovo,SSD,HD Graphics 520,Intel,Windows 7,Intel,14,2.3,8 MB,180MB,1.7,1319$
884,Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,14,2.3,8 MB,256MB,1.7,1305$
885,Asus,SSD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,1.8,8 MB,256MB,1.7,1230$
886,Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,14,2.3,4 MB,180MB,1.7,1206$
887,Asus,SSD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.7,8 MB,256MB,1.7,1155$
888,Lenovo,Hybrid,HD Graphics 520,Intel,Windows 7,Intel,14,2.3,4 MB,508MB,1.7,1102$
889,Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,8 MB,256MB,1.7,1099$
890,Asus,SSD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,256MB,1.7,1075$
891,Dell,SSD,UHD Graphics 620,Intel,Windows 10,Intel,14,1.6,8 MB,256MB,1.7,967$
892,Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,4 MB,256MB,1.7,769$
893,Lenovo,SSD,HD Graphics 620,Intel,No OS,Intel,14,2.7,8 MB,256MB,1.7,659$
894,Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.7,4 MB,128MB,1.7,659$
895,Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,13.3,2.5,8 MB,256MB,1.68,978$
896,Asus,HDD,Radeon R5 M420,AMD,Windows 10,AMD,15.6,3,4 MB,1000MB,1.68,516$
897,Acer,Flash,HD Graphics 400,Intel,Chrome OS,Intel,14,1.6,4 MB,32MB,1.68,384$
898,Acer,Flash,HD Graphics 400,Intel,Chrome OS,Intel,14,1.6,2 MB,32MB,1.68,363$
899,Lenovo,SSD,HD Graphics 520,Intel,Windows 7,Intel,14,2.3,8 MB,256MB,1.65,1612$
900,Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,8 MB,256MB,1.65,1480$
901,Dell,HDD,HD Graphics 520,Intel,Windows 10,Intel,13.3,2,4 MB,500MB,1.65,934$
902,Dell,SSD,HD Graphics 520,Intel,Windows 10,Intel,13.3,2,4 MB,128MB,1.65,758$
903,Asus,Flash,HD Graphics 500,Intel,Windows 10,Intel,14.1,1.1,4 MB,32MB,1.65,383$
904,Asus,SSD,Radeon R2,AMD,Windows 10 S,AMD,14,1.5,4 MB,64MB,1.65,306$
905,Asus,Flash,Radeon R2,AMD,Windows 10,AMD,14,1.5,2 MB,32MB,1.65,219$
906,Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.6,8 MB,256MB,1.64,1408$
907,HP,SSD,GeForce 930MX,Nvidia,Windows 10,Intel,14,2.7,8 MB,256MB,1.64,1304$
908,Dell,SSD,GeForce 930MX,Nvidia,Windows 10,Intel,14,2.8,8 MB,256MB,1.64,1297$
909,Dell,SSD,GeForce 930MX,Nvidia,Linux,Intel,14,2.8,8 MB,256MB,1.64,1198$
910,HP,SSD,GeForce 930MX,Nvidia,Windows 10,Intel,14,2.5,8 MB,256MB,1.64,1154$
911,HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,8 MB,256MB,1.64,1112$
912,HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,4 MB,256MB,1.64,1070$
913,HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,4 MB,500MB,1.64,857$
914,HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,14,2.4,4 MB,500MB,1.64,752$
915,Asus,SSD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.7,16 MB,512MB,1.63,1615$
916,HP,SSD,UHD Graphics 620,Intel,Windows 10,Intel,14,1.8,8 MB,512MB,1.63,1192$
917,HP,SSD,GeForce 930MX,Nvidia,Windows 10,Intel,14,1.8,8 MB,256MB,1.63,1134$
918,HP,SSD,UHD Graphics 620,Intel,Windows 10,Intel,14,1.8,8 MB,256MB,1.63,1087$
919,HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,1.6,8 MB,256MB,1.63,946$
920,HP,HDD,UHD Graphics 620,Intel,Windows 10,Intel,14,1.6,8 MB,1000MB,1.63,893$
921,Dell,SSD,HD Graphics 505,Intel,Windows 10,Intel,11.6,1.1,4 MB,128MB,1.63,818$
922,HP,HDD,UHD Graphics 620,Intel,Windows 10,Intel,14,1.6,4 MB,500MB,1.63,794$
923,HP,SSD,GeForce 940MX,Nvidia,Windows 10,Intel,14,2.4,4 MB,128MB,1.63,769$
924,HP,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4 MB,128MB,1.63,758$
925,Asus,Flash,HD Graphics 500,Intel,Windows 10,Intel,14,1.1,4 MB,32MB,1.63,329$
926,Dell,SSD,UHD Graphics 620,Intel,Windows 10,Intel,13.3,1.8,16 MB,512MB,1.62,1407$
927,Dell,SSD,UHD Graphics 620,Intel,Windows 10,Intel,13.3,1.8,8 MB,256MB,1.62,956$
928,Dell,HDD,UHD Graphics 620,Intel,Windows 10,Intel,13.3,1.8,8 MB,1000MB,1.62,923$
929,Dell,SSD,UHD Graphics 620,Intel,Windows 10,Intel,13.3,1.6,8 MB,256MB,1.62,901$
930,Dell,SSD,HD Graphics 520,Intel,Windows 10,Intel,13.3,2.5,8 MB,256MB,1.62,878$
931,Dell,HDD,HD Graphics 520,Intel,Windows 10,Intel,13.3,2.3,8 MB,1000MB,1.62,714$
932,MSI,Hybrid,GeForce GTX 1060,Nvidia,Windows 10,Intel,14,2.8,16 MB,256MB,1.6,2080$
933,Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,12.5,2.8,8 MB,256MB,1.6,1859$
934,Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,13.3,2.7,12 MB,256MB,1.6,1429$
935,Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.8,8 MB,256MB,1.6,1326$
936,Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,13.3,2.5,8 MB,256MB,1.6,1319$
937,Dell,SSD,UHD Graphics 620,Intel,Windows 10,Intel,14,1.6,8 MB,256MB,1.6,1264$
